Time,Open,High,Low,Close,Volume
"Dec 4, 2018",79.00,83.97,79.00,82.98,56500
"Dec 5, 2018",83.75,84.50,82.00,83.07,133000
"Dec 6, 2018",83.80,83.85,78.92,80.73,134500
"Dec 7, 2018",79.05,81.85,79.05,81.11,47000
"Dec 10, 2018",83.95,84.75,82.10,84.49,286000
"Dec 11, 2018",83.11,84.50,82.21,82.21,9000
"Dec 12, 2018",80.00,81.90,78.22,80.33,34500
"Dec 13, 2018",79.30,81.50,78.59,80.00,84500
"Dec 14, 2018",80.50,81.50,79.50,80.10,84000
"Dec 17, 2018",80.00,80.20,79.50,80.01,37500
"Dec 18, 2018",80.00,80.00,78.50,78.96,57000
"Dec 19, 2018",79.70,80.50,75.65,77.23,1257000
"Dec 20, 2018",77.50,81.09,76.16,79.06,512500
"Dec 21, 2018",78.10,81.15,76.00,80.41,850500
"Dec 24, 2018",78.00,84.00,77.25,81.64,168500
"Dec 26, 2018",83.75,85.45,82.00,84.63,127000
"Dec 27, 2018",84.98,86.00,81.99,85.21,133500
"Dec 28, 2018",84.10,85.50,81.99,84.68,44000
"Dec 31, 2018",82.50,84.00,82.01,82.68,12000
